,uid,majority_label,label_dist,label_count,entropy,old_label,old_labels,premise,hypothesis,n,e,c,ground_truth
381275595.jpg#1r1n,381275595.jpg#1r1n,c,"[0.0, 0.28, 0.72]","[0, 28, 72]",0.8554508105601307,c,"['neutral', 'neutral', 'contradiction', 'contradiction', 'contradiction']",Big hairy dog chews on a bone while lying on a furry toy.,The dog is laying on a pointy object,28.0,0.0,72.0,n
3018255724.jpg#4r1n,3018255724.jpg#4r1n,n,"[0.35, 0.62, 0.03]","[35, 62, 3]",1.109456546382489,e,"['neutral', 'entailment', 'neutral', 'entailment', 'entailment']",Football players square off before a play.,There are people playing football outdoors,62.0,35.0,3.0,n
252846811.jpg#4r1n,252846811.jpg#4r1n,n,"[0.33, 0.67, 0.0]","[33, 67, 0]",0.9149263727797277,n,"['neutral', 'entailment', 'neutral', 'entailment', 'neutral']",Two dogs play,The dogs are friends.,67.0,33.0,0.0,n
306839655.jpg#2r1n,306839655.jpg#2r1n,n,"[0.45, 0.55, 0.0]","[45, 55, 0]",0.9927744539878083,e,"['neutral', 'entailment', 'entailment', 'neutral', 'entailment']",A group of people plays a game on the floor of a living room while a TV plays in the background.,A group of people plays a fun game on the floor of a living room.,55.0,45.0,0.0,n
306839655.jpg#2r2c,306839655.jpg#2r2c,n,"[0.02, 0.69, 0.29]","[2, 69, 29]",1.0001598260107925,c,"['contradiction', 'contradiction', 'contradiction', 'neutral', 'neutral']",A group of people plays a game on the floor of a living room while a TV plays in the background.,A group of friends are playing the xbox while other friends wait for their turn.,69.0,2.0,29.0,c
7738368186.jpg#1r1e,7738368186.jpg#1r1e,e,"[0.79, 0.21, 0.0]","[79, 21, 0]",0.7414827399312738,e,"['entailment', 'neutral', 'neutral', 'entailment', 'entailment']","A person wearing sunglasses, a visor, and a British flag is carrying 6 Heineken bottles.",the man with sunglasses and a flag has beer bottles.,21.0,79.0,0.0,e
7979042317.jpg#0r1n,7979042317.jpg#0r1n,n,"[0.41, 0.56, 0.03]","[41, 56, 3]",1.1475922365074174,e,"['neutral', 'entailment', 'entailment', 'neutral', 'entailment']",A group of Asian men pose around a large table after enjoying a meal together.,A group of Asian men pose for a picture.,56.0,41.0,3.0,n
3971423752.jpg#1r1n,3971423752.jpg#1r1n,n,"[0.12, 0.88, 0.0]","[12, 88, 0]",0.5293608652873644,n,"['neutral', 'neutral', 'entailment', 'neutral', 'entailment']","A four piece male band which includes two saxophone players, a trumpet player and a trombone player are playing on a stage while two other males are dancing in front of the band.","A four piece male band which includes two saxophone players, a trumpet player and a trombone player are playing on an outdoor stage while two other males are dancing in front of the band.",88.0,12.0,0.0,n
5574382134.jpg#1r1c,5574382134.jpg#1r1c,n,"[0.21, 0.75, 0.04]","[21, 75, 4]",0.9698555131192744,e,"['contradiction', 'entailment', 'entailment', 'entailment', 'neutral']",A girl is laughing while holding some rocks in her right hand.,There is a girl looking at the rocks while laughing,75.0,21.0,4.0,c
303103123.jpg#1r1e,303103123.jpg#1r1e,e,"[0.9, 0.1, 0.0]","[90, 10, 0]",0.46899559358928117,e,"['entailment', 'entailment', 'entailment', 'contradiction', 'neutral']",Three girls are sitting at desks and appear to be working intently.,Three young people are seated.,10.0,90.0,0.0,e
4717657834.jpg#4r1e,4717657834.jpg#4r1e,e,"[0.93, 0.07, 0.0]","[93, 7, 0]",0.36592365090022316,e,"['entailment', 'entailment', 'entailment', 'contradiction', 'neutral']",Several people are picketing oil.,Some people doing something.,7.0,93.0,0.0,e
2337919839.jpg#3r1n,2337919839.jpg#3r1n,n,"[0.22, 0.78, 0.0]","[22, 78, 0]",0.7601675029619656,n,"['neutral', 'entailment', 'neutral', 'entailment', 'neutral']",The little boy in jean shorts kicks the soccer ball.,A little boy is playing soccer outside.,78.0,22.0,0.0,n
6503917545.jpg#0r2c,6503917545.jpg#0r2c,c,"[0.0, 0.1, 0.9]","[0, 10, 90]",0.46899559358928117,c,"['contradiction', 'entailment', 'contradiction', 'contradiction', 'neutral']","A male child with blond-hair, green eyes, and a sticky looking mouth wearing a multicolored t-shirt has his hand wrapped around a popsicle stick and is chewing and has it inserted into his mouth where you can see 4 bright white teeth on the bottom row.",The male child is eating an apple.,10.0,0.0,90.0,c
2774020195.jpg#3r1n,2774020195.jpg#3r1n,n,"[0.1, 0.9, 0.0]","[10, 90, 0]",0.46899559358928117,n,"['neutral', 'entailment', 'neutral', 'neutral', 'entailment']",Three Indian boys in shorts play with one another.,Three boys enjoying summer.,90.0,10.0,0.0,n
2667943984.jpg#2r1n,2667943984.jpg#2r1n,n,"[0.17, 0.83, 0.0]","[17, 83, 0]",0.6577047787442195,n,"['neutral', 'neutral', 'entailment', 'entailment', 'neutral']",A man holds wooden boards together as a young boy drives a nail into them.,A father and son work on a construction project together.,83.0,17.0,0.0,n
453807108.jpg#0r1n,453807108.jpg#0r1n,n,"[0.45, 0.52, 0.03]","[45, 52, 3]",1.1607447679713685,e,"['neutral', 'entailment', 'neutral', 'entailment', 'entailment']",A man wearing chuck taylor shoes and a tan shirt attempts to break free from a straitjacket in front of a crowd,a man performs a magic trick,52.0,45.0,3.0,n
453807108.jpg#0r1e,453807108.jpg#0r1e,e,"[0.92, 0.05, 0.03]","[92, 5, 3]",0.47853391043627,e,"['entailment', 'contradiction', 'neutral', 'entailment', 'entailment']",A man wearing chuck taylor shoes and a tan shirt attempts to break free from a straitjacket in front of a crowd,a man in a straight jacket,5.0,92.0,3.0,e
4689716914.jpg#1r1e,4689716914.jpg#1r1e,e,"[0.71, 0.17, 0.12]","[71, 17, 12]",1.152471551827304,e,"['entailment', 'entailment', 'entailment', 'contradiction', 'neutral']","Two women are posing with the Naked Cowboy in Times Square, New York City.",Three people pose for a picture.,17.0,71.0,12.0,e
3012517885.jpg#3r1e,3012517885.jpg#3r1e,n,"[0.26, 0.73, 0.01]","[26, 73, 1]",0.9031699350756281,n,"['entailment', 'neutral', 'entailment', 'neutral', 'neutral']",Two men working on something in a shop.,Two men are working on the same thing.,73.0,26.0,1.0,e
4450400692.jpg#1r1n,4450400692.jpg#1r1n,e,"[0.71, 0.29, 0.0]","[71, 29, 0]",0.8687212463394046,e,"['neutral', 'entailment', 'entailment', 'entailment', 'neutral']",several people standing below a clock tower with two clock faces.,several people are outdoors,29.0,71.0,0.0,n
4450400692.jpg#1r1e,4450400692.jpg#1r1e,e,"[0.66, 0.27, 0.07]","[66, 27, 7]",1.1742216008699768,n,"['entailment', 'neutral', 'neutral', 'entailment', 'neutral']",several people standing below a clock tower with two clock faces.,several people are next to a building,27.0,66.0,7.0,e
4757587296.jpg#2r1e,4757587296.jpg#2r1e,n,"[0.0, 0.75, 0.25]","[0, 75, 25]",0.8112781244591328,n,"['entailment', 'contradiction', 'neutral', 'neutral', 'neutral']",Two girls are walking down the street looking at items in the store windows.,Two friends are walking together to there house,75.0,0.0,25.0,e
4757587296.jpg#2r1n,4757587296.jpg#2r1n,c,"[0.0, 0.47, 0.53]","[0, 47, 53]",0.9974015885677396,c,"['neutral', 'neutral', 'contradiction', 'contradiction', 'contradiction']",Two girls are walking down the street looking at items in the store windows.,Two friends are walking together to there house and decided to skip,47.0,0.0,53.0,n
972381743.jpg#1r1n,972381743.jpg#1r1n,n,"[0.43, 0.56, 0.01]","[43, 56, 1]",1.0584435889005643,n,"['neutral', 'entailment', 'neutral', 'neutral', 'entailment']","A girl all in black and white, and carrying an umbrella, walks down the street, as others watch.",The young girl is prepared for the storm.,56.0,43.0,1.0,n
342872408.jpg#0r1n,342872408.jpg#0r1n,e,"[0.97, 0.02, 0.01]","[97, 2, 1]",0.2219407328532109,e,"['neutral', 'entailment', 'neutral', 'entailment', 'entailment']",A man in a blue shirt climbs a rock while people behind him in red shirts watch.,A man is climbing a rock while others are there.,2.0,97.0,1.0,n
4967473062.jpg#0r1n,4967473062.jpg#0r1n,n,"[0.38, 0.62, 0.0]","[38, 62, 0]",0.9580420222262997,n,"['neutral', 'entailment', 'neutral', 'neutral', 'entailment']",A man and a woman standing on a sidewalk in between buildings.,A couple stands on the sidewalk between buildings.,62.0,38.0,0.0,n
6082535291.jpg#1r1e,6082535291.jpg#1r1e,e,"[1.0, 0.0, 0.0]","[100, 0, 0]",0.0,e,"['entailment', 'neutral', 'entailment', 'entailment', 'neutral']",A group of rollerskaters skate on a patch of cement with palm trees in the background.,A group of people are rollerskating.,0.0,100.0,0.0,e
2577736128.jpg#0r1e,2577736128.jpg#0r1e,n,"[0.14, 0.8, 0.06]","[14, 80, 6]",0.898186274733501,n,"['entailment', 'entailment', 'neutral', 'neutral', 'neutral']","A man, wearing a blue shirt, is wearing headphones and working with sound equipment.","A man, wearing a blue shirt, is listening to music",80.0,14.0,6.0,e
4913618813.jpg#2r1n,4913618813.jpg#2r1n,n,"[0.06, 0.94, 0.0]","[6, 94, 0]",0.3274449191544763,n,"['neutral', 'neutral', 'neutral', 'entailment', 'contradiction']",A little blond girl runs through orange cones.,A little girl runs through a construction area.,94.0,6.0,0.0,n
4381932580.jpg#3r1c,4381932580.jpg#3r1c,n,"[0.02, 0.93, 0.05]","[2, 93, 5]",0.4263420906998873,n,"['contradiction', 'neutral', 'neutral', 'neutral', 'contradiction']",A woman sits on the beach while talking on her cellphone.,Justin bieber is on the phone with her,93.0,2.0,5.0,c
74437575.jpg#0r1n,74437575.jpg#0r1n,n,"[0.0, 0.95, 0.05]","[0, 95, 5]",0.2863969571159562,n,"['neutral', 'neutral', 'contradiction', 'neutral', 'contradiction']","A man in a brown hooded sweatshirt outdoors with an upright bass, playing the strings with his fingers.",The sweatshirt is designer.,95.0,0.0,5.0,n
311203232.jpg#0r1n,311203232.jpg#0r1n,n,"[0.11, 0.86, 0.03]","[11, 86, 3]",0.6891821476591832,n,"['neutral', 'neutral', 'entailment', 'entailment', 'neutral']",A man in a black jacket and blue jeans is holding a white coffee cup.,A man is about to take a sip of coffee from his white coffee mug.,86.0,11.0,3.0,n
1425529973.jpg#2r1c,1425529973.jpg#2r1c,e,"[0.49, 0.18, 0.33]","[49, 18, 33]",1.477411806510367,e,"['contradiction', 'contradiction', 'entailment', 'entailment', 'entailment']",A man perched on a row of aquariums is using a net to scoop a fish from another aquarium.,A man is standing by the aquariums.,18.0,49.0,33.0,c
4806596785.jpg#2r1c,4806596785.jpg#2r1c,c,"[0.07, 0.03, 0.9]","[7, 3, 90]",0.5571246835123504,c,"['contradiction', 'contradiction', 'entailment', 'neutral', 'contradiction']",Three boys are standing on the ledge outside of a building.,There are 2 boys.,3.0,7.0,90.0,c
3222142529.jpg#1r1c,3222142529.jpg#1r1c,c,"[0.08, 0.06, 0.86]","[8, 6, 86]",0.7221707506876511,c,"['contradiction', 'contradiction', 'entailment', 'contradiction', 'entailment']",A gathering of young African males under a thatched roof.,A group of men are standing on a roof.,6.0,8.0,86.0,c
310728631.jpg#0r1e,310728631.jpg#0r1e,e,"[0.55, 0.38, 0.07]","[55, 38, 7]",1.2733810476835672,n,"['entailment', 'neutral', 'entailment', 'neutral', 'neutral']",A flock of birds disturbed and in flight in front of a wall that has a mural of three women and a man.,The birds fly away in surprise,38.0,55.0,7.0,e
310728631.jpg#0r1n,310728631.jpg#0r1n,e,"[0.49, 0.45, 0.06]","[49, 45, 6]",1.2662167227666496,n,"['neutral', 'neutral', 'entailment', 'neutral', 'entailment']",A flock of birds disturbed and in flight in front of a wall that has a mural of three women and a man.,The birds fly off to relocate,45.0,49.0,6.0,n
2695001634.jpg#0r1e,2695001634.jpg#0r1e,e,"[0.99, 0.0, 0.01]","[99, 0, 1]",0.08079313589591118,e,"['entailment', 'neutral', 'neutral', 'entailment', 'entailment']",Two women wearing skirts and heels walking down a sidewalk.,Two women are walking.,0.0,99.0,1.0,e
28804571.jpg#1r1c,28804571.jpg#1r1c,c,"[0.01, 0.13, 0.86]","[1, 13, 86]",0.6362113373725785,c,"['contradiction', 'contradiction', 'neutral', 'contradiction', 'neutral']",Semi-pro martial artist practices his most powerful moves.,The kid just started his kung fu training class.,13.0,1.0,86.0,c
2726887594.jpg#4r1c,2726887594.jpg#4r1c,c,"[0.14, 0.41, 0.45]","[14, 41, 45]",1.4428962854448923,c,"['contradiction', 'contradiction', 'neutral', 'contradiction', 'entailment']",A man in a blue polo raises his wineglass to toast.,A man drinks from his wineglass.,41.0,14.0,45.0,c
4658483278.jpg#0r1n,4658483278.jpg#0r1n,n,"[0.17, 0.82, 0.01]","[17, 82, 1]",0.7357948629753384,n,"['neutral', 'neutral', 'neutral', 'entailment', 'entailment']",A young man wearing a gray shirt standing outside a wooden structure smiling and making a fist with his right hand.,A young man is standing outside a wooden structure because he wants to.,82.0,17.0,1.0,n
3952790386.jpg#0r1c,3952790386.jpg#0r1c,c,"[0.0, 0.36, 0.64]","[0, 36, 64]",0.9426831892554923,c,"['contradiction', 'neutral', 'neutral', 'contradiction', 'contradiction']","A man in a brown jacket, white shirt, and dark slacks is holding a book with his finger on the page while sitting on a wooden floor, and leaning against a yellow wall with a door on one side and cloths on hangers on the other side.",A man sits on a wooden floor building a model ship.,36.0,0.0,64.0,c
3952790386.jpg#0r1e,3952790386.jpg#0r1e,c,"[0.05, 0.17, 0.78]","[5, 17, 78]",0.9302773713052451,c,"['entailment', 'contradiction', 'neutral', 'contradiction', 'contradiction']","A man in a brown jacket, white shirt, and dark slacks is holding a book with his finger on the page while sitting on a wooden floor, and leaning against a yellow wall with a door on one side and cloths on hangers on the other side.",A man wearing a plaid jacket leans on a wall to read a book.,17.0,5.0,78.0,e
2944619397.jpg#1r1n,2944619397.jpg#1r1n,n,"[0.08, 0.92, 0.0]","[8, 92, 0]",0.4021791902022729,n,"['neutral', 'entailment', 'neutral', 'entailment', 'neutral']",A man carrying a hard hat is running down the street.,A man who is late is running down the street and carrying a hard hat.,92.0,8.0,0.0,n
3052196390.jpg#1r1e,3052196390.jpg#1r1e,e,"[0.94, 0.06, 0.0]","[94, 6, 0]",0.3274449191544763,e,"['entailment', 'entailment', 'entailment', 'neutral', 'neutral']",Little kids enjoy sprinklers by running through them outdoors.,Children are getting wet on purpose.,6.0,94.0,0.0,e
5262731925.jpg#3r1c,5262731925.jpg#3r1c,c,"[0.01, 0.26, 0.73]","[1, 26, 73]",0.9031699350756281,c,"['contradiction', 'neutral', 'contradiction', 'neutral', 'contradiction']",One man watching another man operate heavy machinery doing road construction.,Two friends are fighting at a construction site.,26.0,1.0,73.0,c
5262731925.jpg#3r1n,5262731925.jpg#3r1n,e,"[0.46, 0.45, 0.09]","[46, 45, 9]",1.3463905465103372,n,"['neutral', 'entailment', 'entailment', 'neutral', 'neutral']",One man watching another man operate heavy machinery doing road construction.,Two workers are outside doing construction work.,45.0,46.0,9.0,n
3730260112.jpg#4r1e,3730260112.jpg#4r1e,n,"[0.26, 0.73, 0.01]","[26, 73, 1]",0.9031699350756281,e,"['entailment', 'neutral', 'entailment', 'neutral', 'entailment']",3 people walking through a small field.,A group of friends walking outside.,73.0,26.0,1.0,e
4740287371.jpg#2r1c,4740287371.jpg#2r1c,n,"[0.0, 0.51, 0.49]","[0, 51, 49]",0.99971144175281,n,"['contradiction', 'neutral', 'neutral', 'neutral', 'contradiction']",a pizza employee waiting for his next drive up customer,The employee is walking around the building.,51.0,0.0,49.0,c
2262919211.jpg#1r1n,2262919211.jpg#1r1n,c,"[0.0, 0.29, 0.71]","[0, 29, 71]",0.8687212463394046,c,"['neutral', 'contradiction', 'contradiction', 'contradiction', 'neutral']",A man is standing in front of a building holding heart shaped balloons and a woman is crossing the street.,Someone is holding something heavy outside.,29.0,0.0,71.0,n
4872513153.jpg#1r1n,4872513153.jpg#1r1n,n,"[0.08, 0.88, 0.04]","[8, 88, 4]",0.6395563653739031,e,"['neutral', 'entailment', 'entailment', 'entailment', 'neutral']",A small child outside in front of a large dirt pile.,The small child will play in the dirt.,88.0,8.0,4.0,n
3037283097.jpg#1r1n,3037283097.jpg#1r1n,n,"[0.02, 0.89, 0.09]","[2, 89, 9]",0.5751601860848226,n,"['neutral', 'contradiction', 'neutral', 'entailment', 'neutral']",Two indian men are dancing in suits with an indian woman in a colorful dress behind them by a brick wall.,Some people are moving in circles.,89.0,2.0,9.0,n
3037283097.jpg#1r1c,3037283097.jpg#1r1c,c,"[0.01, 0.3, 0.69]","[1, 30, 69]",0.9569071359152326,c,"['contradiction', 'neutral', 'neutral', 'contradiction', 'contradiction']",Two indian men are dancing in suits with an indian woman in a colorful dress behind them by a brick wall.,Some people wait in line.,30.0,1.0,69.0,c
4303243256.jpg#2r1c,4303243256.jpg#2r1c,c,"[0.0, 0.3, 0.7]","[0, 30, 70]",0.8812908992306927,c,"['contradiction', 'neutral', 'contradiction', 'contradiction', 'neutral']",An old man wearing a hat is working on a project.,An old man is jogging along the street.,30.0,0.0,70.0,c
3154886184.jpg#0r1n,3154886184.jpg#0r1n,n,"[0.1, 0.89, 0.01]","[10, 89, 1]",0.5482606267258944,n,"['neutral', 'neutral', 'neutral', 'entailment', 'entailment']",A skateboarder in the air straddling his upside-down skateboard.,A skateboarder in a competition is in the air straddling his upside down skateboard.,89.0,10.0,1.0,n
206373158.jpg#2r1e,206373158.jpg#2r1e,n,"[0.31, 0.63, 0.06]","[31, 63, 6]",1.1872712317065766,n,"['entailment', 'neutral', 'neutral', 'entailment', 'neutral']",A construction man appears to be staring at a device.,A laborer looks at his tools.,63.0,31.0,6.0,e
206373158.jpg#2r1c,206373158.jpg#2r1c,c,"[0.0, 0.33, 0.67]","[0, 33, 67]",0.9149263727797277,c,"['contradiction', 'neutral', 'entailment', 'contradiction', 'contradiction']",A construction man appears to be staring at a device.,The construction worker is sleeping standing up.,33.0,0.0,67.0,c
299181827.jpg#2r1e,299181827.jpg#2r1e,e,"[0.96, 0.04, 0.0]","[96, 4, 0]",0.24229218908241482,n,"['entailment', 'neutral', 'neutral', 'neutral', 'entailment']",A girl in a pink shirt tries to dump a bucket of water on another girl.,A girl wants to get another girl wet.,4.0,96.0,0.0,e
4431189771.jpg#0r1n,4431189771.jpg#0r1n,n,"[0.5, 0.5, 0.0]","[50, 50, 0]",1.0,n,"['neutral', 'neutral', 'entailment', 'entailment', 'neutral']","A young man is washing his hair, brushing his teeth, and shaving his face simultaneously.",The young man is very coordinated and flexible.,50.0,50.0,0.0,n
